default (alpha=1, b=1, f=10x(1-x)exp(-t/10))
0,1,0,20
41
0,0.0625,1,
0,1.05234,1,
0,0.702567,1,
0,0.800299,1,
0,0.749783,1,
0,0.749558,1,
0,0.733401,1,
0,0.723347,1,
0,0.712011,1,
0,0.701819,1,
0,0.691927,1,
0,0.682583,1,
0,0.673673,1,
0,0.665204,1,
0,0.657147,1,
0,0.649483,1,
0,0.642192,1,
0,0.635258,1,
0,0.628661,1,
0,0.622386,1,
0,0.616417,1,
0,0.61074,1,
0,0.605339,1,
0,0.600201,1,
0,0.595314,1,
0,0.590666,1,
0,0.586244,1,
0,0.582038,1,
0,0.578037,1,
0,0.574231,1,
0,0.570611,1,
0,0.567167,1,
0,0.563891,1,
0,0.560775,1,
0,0.557811,1,
0,0.554992,1,
0,0.55231,1,
0,0.549758,1,
0,0.547332,1,
0,0.545023,1,
0,0.542828,1,
81
0,0.00390625,0.0625,0.316406,1,
0,0.439532,0.810707,1.05203,1,
0,0.459286,0.771038,0.891786,1,
0,0.419849,0.747321,0.960349,1,
0,0.435768,0.757118,0.911468,1,
0,0.420637,0.738674,0.935217,1,
0,0.421523,0.741807,0.912775,1,
0,0.41515,0.729115,0.920399,1,
0,0.411668,0.728462,0.908519,1,
0,0.407831,0.719096,0.90972,1,
0,0.403461,0.71646,0.902327,1,
0,0.400239,0.709051,0.900919,1,
0,0.395978,0.705427,0.89557,1,
0,0.392862,0.69921,0.893107,1,
0,0.388925,0.695144,0.888778,1,
0,0.385828,0.689691,0.885916,1,
0,0.38221,0.68548,0.882157,1,
0,0.379152,0.680549,0.879184,1,
0,0.375803,0.676353,0.875784,1,
0,0.37282,0.671804,0.872832,1,
0,0.369694,0.667707,0.869687,1,
0,0.36681,0.663458,0.866814,1,
0,0.363872,0.659503,0.86387,1,
0,0.361101,0.655505,0.861103,1,
0,0.358328,0.65171,0.858327,1,
0,0.355676,0.647931,0.855676,1,
0,0.35305,0.644303,0.853049,1,
0,0.350518,0.640722,0.850518,1,
0,0.348027,0.637261,0.848027,1,
0,0.345614,0.633862,0.845614,1,
0,0.343248,0.630565,0.843248,1,
0,0.340949,0.627335,0.840949,1,
0,0.338701,0.624196,0.838701,1,
0,0.336513,0.621126,0.836513,1,
0,0.334375,0.618138,0.834375,1,
0,0.332293,0.615219,0.832293,1,
0,0.330261,0.612376,0.83026,1,
0,0.32828,0.6096,0.82828,1,
0,0.326346,0.606895,0.826346,1,
0,0.324462,0.604255,0.824462,1,
0,0.322623,0.601682,0.822623,1,
0,0.32083,0.599171,0.82083,1,
0,0.319081,0.596722,0.819081,1,
0,0.317376,0.594334,0.817376,1,
0,0.315712,0.592005,0.815712,1,
0,0.31409,0.589733,0.81409,1,
0,0.312507,0.587518,0.812507,1,
0,0.310964,0.585357,0.810964,1,
0,0.309459,0.58325,0.809459,1,
0,0.307991,0.581194,0.807991,1,
0,0.306559,0.57919,0.806559,1,
0,0.305162,0.577234,0.805162,1,
0,0.3038,0.575327,0.8038,1,
0,0.302472,0.573468,0.802472,1,
0,0.301177,0.571654,0.801177,1,
0,0.299913,0.569885,0.799913,1,
0,0.298681,0.568159,0.798681,1,
0,0.297479,0.566476,0.797479,1,
0,0.296307,0.564835,0.796307,1,
0,0.295163,0.563234,0.795163,1,
0,0.294048,0.561673,0.794048,1,
0,0.292961,0.56015,0.792961,1,
0,0.2919,0.558665,0.7919,1,
0,0.290865,0.557217,0.790865,1,
0,0.289856,0.555804,0.789856,1,
0,0.288872,0.554426,0.788872,1,
0,0.287913,0.553082,0.787913,1,
0,0.286976,0.551772,0.786976,1,
0,0.286064,0.550493,0.786064,1,
0,0.285173,0.549247,0.785173,1,
0,0.284305,0.548031,0.784305,1,
0,0.283458,0.546845,0.783458,1,
0,0.282632,0.545688,0.782632,1,
0,0.281826,0.54456,0.781826,1,
0,0.28104,0.54346,0.78104,1,
0,0.280274,0.542387,0.780274,1,
0,0.279526,0.541341,0.779526,1,
0,0.278797,0.54032,0.778797,1,
0,0.278086,0.539324,0.778086,1,
0,0.277393,0.538353,0.777393,1,
0,0.276717,0.537406,0.776717,1,
161
0,0.000244141,0.00390625,0.0197754,0.0625,0.152588,0.316406,0.586182,1,
0,0.143456,0.285331,0.427124,0.571112,0.717249,0.858035,0.97004,1,
0,0.213683,0.41296,0.586718,0.726298,0.825848,0.886018,0.924457,1,
0,0.220531,0.424053,0.599073,0.740371,0.849494,0.932918,0.993007,1,
0,0.221878,0.428386,0.60839,0.754339,0.861172,0.926515,0.957506,1,
0,0.222779,0.428843,0.606134,0.747681,0.852824,0.928134,0.982811,1,
0,0.220559,0.425369,0.60338,0.748071,0.856327,0.926914,0.963128,1,
0,0.220182,0.424505,0.601388,0.743566,0.849023,0.922795,0.975888,1,
0,0.218595,0.42153,0.597811,0.741214,0.849614,0.923158,0.96412,1,
0,0.21761,0.4199,0.595747,0.738096,0.844417,0.918434,0.971163,1,
0,0.216427,0.417526,0.59244,0.734982,0.843396,0.918816,0.963586,1,
0,0.215251,0.415561,0.590177,0.732363,0.839507,0.914437,0.967535,1,
0,0.214201,0.413478,0.587179,0.729122,0.837633,0.914453,0.962359,1,
0,0.213016,0.411424,0.584776,0.726635,0.834481,0.910581,0.964507,1,
0,0.211993,0.409466,0.58201,0.723483,0.832188,0.910195,0.960782,1,
0,0.210854,0.407429,0.579543,0.721008,0.829448,0.906799,0.96184,1,
0,0.209833,0.40553,0.576939,0.718002,0.826974,0.906074,0.959028,1,
0,0.208746,0.403546,0.574464,0.715514,0.824469,0.903076,0.959405,1,
0,0.207729,0.401684,0.571973,0.712655,0.821941,0.902089,0.957188,1,
0,0.206686,0.399762,0.569525,0.710162,0.819574,0.899411,0.957132,1,
0,0.20568,0.397932,0.56712,0.707432,0.81706,0.898234,0.955312,1,
0,0.204674,0.39607,0.564716,0.704949,0.814781,0.895809,0.954978,1,
0,0.203685,0.394274,0.562379,0.70233,0.812313,0.8945,0.953432,1,
